Date,5Yr,7Yr,10Yr,20Yr,30Yr,Date_WTI,WTI_Closing_Price
2013-01-03,-1.3,-0.99,-0.54,0.31,0.56,2012-12-20,90.12999725341795
2013-01-04,-1.31,-0.99,-0.55,0.27,0.53,2012-12-21,88.66000366210938
2013-01-07,-1.34,-1.02,-0.6,0.18,0.49,2012-12-24,88.61000061035156
2013-01-08,-1.36,-1.06,-0.6,0.24,0.46,2012-12-26,90.9800033569336
2013-01-09,-1.41,-1.09,-0.64,0.2,0.44,2012-12-27,90.87000274658205
2013-01-10,-1.4,-1.05,-0.62,0.14,0.47,2012-12-28,90.8000030517578
2013-01-11,-1.4,-1.07,-0.63,0.16,0.45,2012-12-31,91.81999969482422
2013-01-14,-1.34,-1.0,-0.66,0.1,0.46,2013-01-02,93.12000274658205
2013-01-15,-1.45,-1.12,-0.66,0.17,0.43,2013-01-03,92.91999816894533
2013-01-16,-1.43,-1.11,-0.65,0.19,0.44,2013-01-04,93.08999633789062
2013-01-17,-1.4,-1.07,-0.64,0.17,0.47,2013-01-07,93.19000244140624
2013-01-18,-1.43,-1.09,-0.66,0.16,0.44,2013-01-08,93.1500015258789
2013-01-22,-1.39,-1.04,-0.68,0.09,0.44,2013-01-09,93.0999984741211
2013-01-23,-1.45,-1.13,-0.66,0.2,0.44,2013-01-10,93.81999969482422
2013-01-24,-1.44,-1.1,-0.62,0.25,0.45,2013-01-11,93.55999755859376
2013-01-25,-1.34,-0.96,-0.56,0.2,0.51,2013-01-14,94.13999938964844
2013-01-28,-1.35,-0.97,-0.55,0.21,0.52,2013-01-15,93.27999877929688
2013-01-29,-1.37,-0.97,-0.53,0.24,0.55,2013-01-16,94.23999786376952
2013-01-30,-1.38,-0.96,-0.54,0.22,0.56,2013-01-17,95.48999786376952
2013-01-31,-1.45,-1.03,-0.57,0.22,0.53,2013-01-18,95.55999755859376
2013-02-01,-1.46,-1.01,-0.55,0.25,0.58,2013-01-22,96.23999786376952
2013-02-04,-1.47,-1.04,-0.59,0.2,0.53,2013-01-23,95.2300033569336
2013-02-05,-1.44,-1.0,-0.55,0.23,0.56,2013-01-24,95.9499969482422
2013-02-06,-1.48,-1.04,-0.58,0.22,0.53,2013-01-25,95.87999725341795
2013-02-07,-1.46,-1.03,-0.58,0.2,0.53,2013-01-28,96.44000244140624
2013-02-08,-1.37,-0.92,-0.57,0.17,0.56,2013-01-29,97.56999969482422
2013-02-11,-1.41,-0.99,-0.58,0.2,0.55,2013-01-30,97.94000244140624
2013-02-12,-1.32,-0.88,-0.57,0.19,0.57,2013-01-31,97.48999786376952
2013-02-13,-1.34,-0.9,-0.54,0.22,0.59,2013-02-01,97.7699966430664
2013-02-14,-1.36,-0.9,-0.56,0.21,0.58,2013-02-04,96.16999816894533
2013-02-15,-1.32,-0.86,-0.53,0.23,0.61,2013-02-05,96.63999938964844
2013-02-19,-1.31,-0.85,-0.52,0.23,0.61,2013-02-06,96.62000274658205
2013-02-20,-1.31,-0.86,-0.52,0.23,0.61,2013-02-07,95.83000183105467
2013-02-21,-1.33,-0.88,-0.54,0.21,0.62,2013-02-08,95.72000122070312
2013-02-22,-1.36,-0.9,-0.57,0.18,0.59,2013-02-11,97.02999877929688
2013-02-25,-1.41,-0.96,-0.62,0.14,0.54,2013-02-12,97.51000213623048
2013-02-26,-1.4,-0.96,-0.62,0.13,0.56,2013-02-13,97.01000213623048
2013-02-27,-1.4,-0.95,-0.61,0.14,0.57,2013-02-14,97.30999755859376
2013-02-28,-1.41,-0.97,-0.64,0.12,0.55,2013-02-15,95.86000061035156
2013-03-01,-1.45,-1.02,-0.67,0.07,0.52,2013-02-19,96.66000366210938
2013-03-04,-1.46,-1.02,-0.65,0.12,0.54,2013-02-20,94.45999908447266
2013-03-05,-1.49,-1.05,-0.65,0.13,0.54,2013-02-21,92.83999633789062
2013-03-06,-1.46,-1.02,-0.61,0.17,0.58,2013-02-22,93.12999725341795
2013-03-07,-1.37,-0.91,-0.56,0.2,0.62,2013-02-25,93.11000061035156
2013-03-08,-1.28,-0.8,-0.5,0.25,0.67,2013-02-26,92.62999725341795
2013-03-11,-1.38,-0.91,-0.5,0.27,0.67,2013-02-27,92.76000213623048
2013-03-12,-1.39,-0.92,-0.52,0.25,0.65,2013-02-28,92.0500030517578
2013-03-13,-1.4,-0.92,-0.52,0.24,0.65,2013-03-01,90.68000030517578
2013-03-14,-1.43,-0.94,-0.53,0.25,0.67,2013-03-04,90.12000274658205
2013-03-15,-1.46,-0.97,-0.55,0.25,0.67,2013-03-05,90.81999969482422
2013-03-18,-1.45,-0.98,-0.6,0.2,0.64,2013-03-06,90.43000030517578
2013-03-19,-1.46,-1.01,-0.61,0.18,0.62,2013-03-07,91.55999755859376
2013-03-20,-1.44,-0.97,-0.57,0.23,0.66,2013-03-08,91.9499969482422
2013-03-21,-1.41,-0.95,-0.57,0.21,0.65,2013-03-11,92.05999755859376
2013-03-22,-1.43,-0.98,-0.6,0.19,0.62,2013-03-12,92.54000091552734
2013-03-25,-1.44,-0.98,-0.6,0.19,0.63,2013-03-13,92.5199966430664
2013-03-26,-1.42,-0.97,-0.61,0.18,0.62,2013-03-14,93.02999877929688
2013-03-27,-1.46,-1.02,-0.64,0.15,0.59,2013-03-15,93.4499969482422
2013-03-28,-1.47,-1.03,-0.64,0.16,0.61,2013-03-18,93.73999786376952
2013-04-01,-1.47,-1.03,-0.65,0.14,0.58,2013-03-19,92.16000366210938
2013-04-02,-1.44,-0.99,-0.63,0.16,0.6,2013-03-20,92.95999908447266
2013-04-03,-1.45,-1.02,-0.65,0.13,0.56,2013-03-21,92.4499969482422
2013-04-04,-1.44,-1.01,-0.7,0.06,0.48,2013-03-22,93.70999908447266
2013-04-05,-1.42,-1.02,-0.74,-0.03,0.38,2013-03-25,94.80999755859376
2013-04-08,-1.43,-1.03,-0.69,0.04,0.44,2013-03-26,96.33999633789062
2013-04-09,-1.36,-0.96,-0.67,0.05,0.49,2013-03-27,96.58000183105467
2013-04-10,-1.36,-0.95,-0.6,0.16,0.56,2013-03-28,97.2300033569336
2013-04-11,-1.38,-0.99,-0.65,0.11,0.52,2013-04-01,97.06999969482422
2013-04-12,-1.41,-1.03,-0.68,0.06,0.47,2013-04-02,97.19000244140624
2013-04-15,-1.33,-0.98,-0.69,0.03,0.44,2013-04-03,94.4499969482422
2013-04-16,-1.31,-0.95,-0.65,0.07,0.48,2013-04-04,93.26000213623048
2013-04-17,-1.27,-0.92,-0.64,0.08,0.48,2013-04-05,92.6999969482422
2013-04-18,-1.29,-0.82,-0.55,0.13,0.52,2013-04-08,93.36000061035156
2013-04-19,-1.32,-0.89,-0.59,0.07,0.49,2013-04-09,94.1999969482422
2013-04-22,-1.34,-0.91,-0.63,0.05,0.47,2013-04-10,94.63999938964844
2013-04-23,-1.33,-0.92,-0.64,0.04,0.47,2013-04-11,93.51000213623048
2013-04-24,-1.37,-0.96,-0.65,0.03,0.45,2013-04-12,91.29000091552734
2013-04-25,-1.41,-0.98,-0.66,0.03,0.45,2013-04-15,88.70999908447266
2013-04-26,-1.43,-0.97,-0.68,0.01,0.42,2013-04-16,88.72000122070312
2013-04-29,-1.42,-0.98,-0.67,0.03,0.44,2013-04-17,86.68000030517578
2013-04-30,-1.38,-0.94,-0.64,0.05,0.46,2013-04-18,87.7300033569336
2013-05-01,-1.33,-0.92,-0.64,0.04,0.44,2013-04-19,88.01000213623047
2013-05-02,-1.34,-0.91,-0.62,0.06,0.45,2013-04-22,88.76000213623047
2013-05-03,-1.3,-0.84,-0.53,0.18,0.56,2013-04-23,89.18000030517578
2013-05-06,-1.31,-0.86,-0.51,0.2,0.58,2013-04-24,91.43000030517578
2013-05-07,-1.3,-0.86,-0.5,0.22,0.59,2013-04-25,93.63999938964844
2013-05-08,-1.28,-0.8,-0.48,0.23,0.62,2013-04-26,93.0
2013-05-09,-1.27,-0.81,-0.5,0.22,0.62,2013-04-29,94.5
2013-05-10,-1.23,-0.78,-0.45,0.27,0.67,2013-04-30,93.45999908447266
2013-05-13,-1.19,-0.72,-0.41,0.3,0.69,2013-05-01,91.02999877929688
2013-05-14,-1.18,-0.71,-0.37,0.35,0.74,2013-05-02,93.98999786376952
2013-05-15,-1.17,-0.69,-0.36,0.36,0.75,2013-05-03,95.61000061035156
2013-05-16,-1.18,-0.73,-0.4,0.31,0.7,2013-05-06,96.16000366210938
2013-05-17,-1.14,-0.67,-0.31,0.39,0.76,2013-05-07,95.62000274658205
2013-05-20,-1.15,-0.71,-0.31,0.42,0.77,2013-05-08,96.62000274658205
2013-05-21,-1.15,-0.72,-0.34,0.38,0.74,2013-05-09,96.38999938964844
2013-05-22,-1.06,-0.6,-0.24,0.47,0.83,2013-05-10,96.04000091552734
2013-05-23,-1.02,-0.56,-0.24,0.46,0.83,2013-05-13,95.16999816894533
2013-05-24,-1.03,-0.6,-0.26,0.44,0.8,2013-05-14,94.20999908447266
2013-05-28,-0.94,-0.47,-0.14,0.55,0.89,2013-05-15,94.3000030517578
2013-05-29,-0.89,-0.45,-0.1,0.57,0.91,2013-05-16,95.16000366210938
2013-05-30,-0.82,-0.39,-0.05,0.62,0.96,2013-05-17,96.0199966430664
2013-05-31,-0.82,-0.38,-0.05,0.63,0.97,2013-05-20,96.70999908447266
2013-06-03,-0.86,-0.45,-0.07,0.62,0.95,2013-05-21,96.16000366210938
2013-06-04,-0.87,-0.45,-0.05,0.66,0.99,2013-05-22,94.27999877929688
2013-06-05,-0.86,-0.46,-0.06,0.66,0.97,2013-05-23,94.25
2013-06-06,-0.86,-0.47,-0.05,0.68,0.99,2013-05-24,94.1500015258789
2013-06-07,-0.79,-0.39,0.03,0.76,1.06,2013-05-28,95.01000213623048
2013-06-10,-0.72,-0.32,0.11,0.86,1.15,2013-05-29,93.12999725341795
2013-06-11,-0.71,-0.37,0.13,0.99,1.14,2013-05-30,93.61000061035156
2013-06-12,-0.66,-0.31,0.21,1.06,1.21,2013-05-31,91.97000122070312
2013-06-13,-0.69,-0.32,0.15,0.9,1.17,2013-06-03,93.4499969482422
2013-06-14,-0.78,-0.4,0.09,0.88,1.14,2013-06-04,93.30999755859376
2013-06-17,-0.74,-0.37,0.15,1.01,1.21,2013-06-05,93.73999786376952
2013-06-18,-0.77,-0.39,0.14,1.0,1.16,2013-06-06,94.76000213623048
2013-06-19,-0.59,-0.19,0.29,1.05,1.26,2013-06-07,96.02999877929688
2013-06-20,-0.43,-0.07,0.46,1.29,1.39,2013-06-10,95.7699966430664
2013-06-21,-0.24,0.11,0.59,1.33,1.45,2013-06-11,95.37999725341795
2013-06-24,-0.14,0.22,0.64,1.22,1.45,2013-06-12,95.87999725341795
2013-06-25,-0.16,0.21,0.64,1.21,1.44,2013-06-13,96.69000244140624
2013-06-26,-0.22,0.16,0.6,1.15,1.38,2013-06-14,97.8499984741211
2013-06-27,-0.35,0.05,0.5,1.08,1.31,2013-06-17,97.7699966430664
2013-06-28,-0.35,0.06,0.53,1.12,1.31,2013-06-18,98.44000244140624
2013-07-01,-0.41,0.0,0.48,1.09,1.28,2013-06-19,98.23999786376952
2013-07-02,-0.44,-0.03,0.44,1.07,1.23,2013-06-20,95.4000015258789
2013-07-03,-0.41,0.03,0.48,1.09,1.28,2013-06-21,93.69000244140624
2013-07-05,-0.27,0.22,0.66,1.22,1.43,2013-06-24,95.18000030517578
2013-07-08,-0.36,0.13,0.58,1.16,1.38,2013-06-25,95.31999969482422
2013-07-09,-0.36,0.14,0.59,1.18,1.4,2013-06-26,95.5
2013-07-10,-0.33,0.19,0.64,1.23,1.44,2013-06-27,97.0500030517578
2013-07-11,-0.42,0.1,0.56,1.18,1.41,2013-06-28,96.55999755859376
2013-07-12,-0.41,0.11,0.55,1.15,1.4,2013-07-01,97.98999786376952
2013-07-15,-0.46,0.05,0.47,1.08,1.34,2013-07-02,99.5999984741211
2013-07-16,-0.51,0.0,0.41,1.03,1.29,2013-07-03,101.23999786376952
2013-07-17,-0.57,-0.06,0.38,1.02,1.29,2013-07-05,103.22000122070312
2013-07-18,-0.54,-0.06,0.38,1.05,1.35,2013-07-08,103.13999938964844
2013-07-19,-0.6,-0.14,0.29,0.96,1.27,2013-07-09,103.52999877929688
2013-07-22,-0.59,-0.13,0.28,0.94,1.25,2013-07-10,106.5199966430664
2013-07-23,-0.57,-0.11,0.33,1.0,1.3,2013-07-11,104.91000366210938
2013-07-24,-0.47,-0.01,0.44,1.11,1.39,2013-07-12,105.9499969482422
2013-07-25,-0.45,0.0,0.44,1.1,1.39,2013-07-15,106.31999969482422
2013-07-26,-0.47,-0.02,0.43,1.08,1.36,2013-07-16,106.0
2013-07-29,-0.44,0.02,0.45,1.09,1.38,2013-07-17,106.4800033569336
2013-07-30,-0.43,0.03,0.46,1.1,1.39,2013-07-18,108.04000091552734
2013-07-31,-0.49,-0.03,0.38,1.02,1.31,2013-07-19,108.0500030517578
2013-08-01,-0.45,0.05,0.48,1.12,1.4,2013-07-22,106.91000366210938
2013-08-02,-0.55,-0.04,0.42,1.07,1.35,2013-07-23,107.2300033569336
2013-08-05,-0.53,-0.01,0.42,1.07,1.37,2013-07-24,105.38999938964844
2013-08-06,-0.55,-0.05,0.39,1.03,1.32,2013-07-25,105.48999786376952
2013-08-07,-0.55,-0.06,0.35,0.98,1.27,2013-07-26,104.6999969482422
2013-08-08,-0.54,-0.07,0.34,0.96,1.26,2013-07-29,104.5500030517578
2013-08-09,-0.55,-0.08,0.33,0.96,1.25,2013-07-30,103.08000183105467
2013-08-12,-0.52,-0.05,0.37,1.01,1.3,2013-07-31,105.02999877929688
2013-08-13,-0.43,0.05,0.48,1.11,1.4,2013-08-01,107.88999938964844
2013-08-14,-0.38,0.11,0.5,1.13,1.43,2013-08-02,106.94000244140624
2013-08-15,-0.29,0.18,0.6,1.22,1.51,2013-08-05,106.55999755859376
2013-08-16,-0.19,0.29,0.68,1.29,1.58,2013-08-06,105.3000030517578
2013-08-19,-0.13,0.35,0.75,1.35,1.63,2013-08-07,104.37000274658205
2013-08-20,-0.21,0.28,0.67,1.28,1.58,2013-08-08,103.4000015258789
2013-08-21,-0.13,0.35,0.73,1.33,1.62,2013-08-09,105.97000122070312
2013-08-22,-0.06,0.41,0.79,1.35,1.61,2013-08-12,106.11000061035156
2013-08-23,-0.16,0.29,0.69,1.25,1.51,2013-08-13,106.83000183105467
2013-08-26,-0.21,0.26,0.64,1.2,1.47,2013-08-14,106.8499984741211
2013-08-27,-0.3,0.17,0.57,1.14,1.41,2013-08-15,107.33000183105467
2013-08-28,-0.23,0.25,0.63,1.19,1.45,2013-08-16,107.45999908447266
2013-08-29,-0.2,0.28,0.65,1.18,1.43,2013-08-19,107.0999984741211
2013-08-30,-0.16,0.31,0.68,1.21,1.46,2013-08-20,104.97000122070312
2013-09-03,-0.08,0.42,0.76,1.28,1.54,2013-08-21,103.8499984741211
2013-09-04,0.0,0.47,0.83,1.33,1.58,2013-08-22,105.02999877929688
2013-09-05,0.14,0.61,0.92,1.4,1.64,2013-08-23,106.41999816894533
2013-09-06,0.06,0.56,0.87,1.37,1.62,2013-08-26,105.91999816894533
2013-09-09,0.02,0.52,0.84,1.34,1.59,2013-08-27,109.01000213623048
2013-09-10,0.04,0.53,0.86,1.36,1.6,2013-08-28,110.0999984741211
2013-09-11,-0.04,0.47,0.8,1.31,1.55,2013-08-29,108.8000030517578
2013-09-12,-0.03,0.5,0.81,1.32,1.57,2013-08-30,107.6500015258789
2013-09-13,-0.04,0.47,0.8,1.32,1.57,2013-09-03,108.54000091552734
2013-09-16,-0.11,0.44,0.76,1.32,1.6,2013-09-04,107.2300033569336
2013-09-17,-0.17,0.36,0.7,1.27,1.54,2013-09-05,108.37000274658205
2013-09-18,-0.41,0.14,0.49,1.13,1.44,2013-09-06,110.52999877929688
2013-09-19,-0.34,0.21,0.55,1.18,1.48,2013-09-09,109.5199966430664
2013-09-20,-0.35,0.17,0.52,1.14,1.44,2013-09-10,107.38999938964844
2013-09-23,-0.36,0.16,0.46,1.07,1.38,2013-09-11,107.55999755859376
2013-09-24,-0.33,0.19,0.48,1.07,1.37,2013-09-12,108.5999984741211
2013-09-25,-0.38,0.12,0.45,1.06,1.36,2013-09-13,108.20999908447266
2013-09-26,-0.34,0.19,0.47,1.07,1.37,2013-09-16,106.58999633789062
2013-09-27,-0.36,0.16,0.46,1.08,1.39,2013-09-17,105.41999816894533
2013-09-30,-0.35,0.15,0.45,1.06,1.38,2013-09-18,108.06999969482422
2013-10-01,-0.35,0.15,0.46,1.08,1.39,2013-09-19,106.38999938964844
2013-10-02,-0.42,0.1,0.43,1.05,1.37,2013-09-20,104.68000030517578
2013-10-03,-0.41,0.11,0.43,1.06,1.38,2013-09-23,103.58999633789062
2013-10-04,-0.38,0.14,0.46,1.08,1.4,2013-09-24,103.12999725341795
2013-10-07,-0.38,0.13,0.45,1.06,1.37,2013-09-25,102.66000366210938
2013-10-08,-0.33,0.17,0.48,1.07,1.39,2013-09-26,103.02999877929688
2013-10-09,-0.35,0.15,0.47,1.07,1.4,2013-09-27,102.87000274658205
2013-10-10,-0.37,0.17,0.5,1.11,1.43,2013-09-30,102.33000183105467
2013-10-11,-0.37,0.17,0.5,1.11,1.42,2013-10-01,102.04000091552734
2013-10-15,-0.34,0.2,0.54,1.16,1.47,2013-10-02,104.0999984741211
2013-10-16,-0.38,0.17,0.5,1.12,1.43,2013-10-03,103.30999755859376
2013-10-17,-0.42,0.11,0.45,1.07,1.4,2013-10-04,103.83999633789062
2013-10-18,-0.43,0.11,0.42,1.05,1.37,2013-10-07,103.02999877929688
2013-10-21,-0.41,0.12,0.44,1.07,1.39,2013-10-08,103.48999786376952
2013-10-22,-0.46,0.05,0.37,1.0,1.34,2013-10-09,101.61000061035156
2013-10-23,-0.46,0.04,0.36,1.0,1.33,2013-10-10,103.01000213623048
2013-10-24,-0.45,0.05,0.36,1.0,1.33,2013-10-11,102.0199966430664
2013-10-25,-0.47,0.03,0.34,0.97,1.3,2013-10-14,102.41000366210938
2013-10-28,-0.48,0.04,0.35,0.98,1.3,2013-10-15,101.20999908447266
2013-10-29,-0.47,0.04,0.35,0.99,1.32,2013-10-16,102.29000091552734
2013-10-30,-0.47,0.04,0.37,1.0,1.33,2013-10-17,100.66999816894533
2013-10-31,-0.43,0.09,0.4,1.03,1.34,2013-10-18,100.80999755859376
2013-11-01,-0.33,0.2,0.5,1.11,1.41,2013-10-21,99.22000122070312
2013-11-04,-0.35,0.18,0.5,1.12,1.42,2013-10-22,97.8000030517578
2013-11-05,-0.33,0.21,0.55,1.18,1.48,2013-10-23,96.86000061035156
2013-11-06,-0.43,0.12,0.48,1.13,1.46,2013-10-24,97.11000061035156
2013-11-07,-0.45,0.09,0.46,1.11,1.43,2013-10-25,97.8499984741211
2013-11-08,-0.35,0.23,0.59,1.24,1.54,2013-10-28,98.68000030517578
2013-11-12,-0.32,0.25,0.62,1.25,1.55,2013-10-29,98.1999969482422
2013-11-13,-0.38,0.2,0.58,1.23,1.54,2013-10-30,96.7699966430664
2013-11-14,-0.46,0.13,0.51,1.18,1.5,2013-10-31,96.37999725341795
2013-11-15,-0.44,0.14,0.53,1.19,1.51,2013-11-01,94.61000061035156
2013-11-18,-0.47,0.11,0.48,1.15,1.47,2013-11-04,94.62000274658205
2013-11-19,-0.4,0.16,0.53,1.2,1.51,2013-11-05,93.37000274658205
2013-11-20,-0.36,0.24,0.64,1.31,1.63,2013-11-06,94.8000030517578
2013-11-21,-0.38,0.21,0.6,1.27,1.59,2013-11-07,94.1999969482422
2013-11-22,-0.39,0.19,0.56,1.21,1.52,2013-11-08,94.5999984741211
2013-11-25,-0.38,0.19,0.56,1.2,1.51,2013-11-11,95.13999938964844
2013-11-26,-0.37,0.19,0.54,1.18,1.49,2013-11-12,93.04000091552734
2013-11-27,-0.35,0.22,0.58,1.22,1.52,2013-11-13,93.87999725341795
2013-11-29,-0.32,0.24,0.6,1.23,1.53,2013-11-14,93.76000213623048
2013-12-02,-0.27,0.3,0.66,1.28,1.58,2013-11-15,93.83999633789062
2013-12-03,-0.29,0.29,0.64,1.27,1.57,2013-11-18,93.02999877929688
2013-12-04,-0.19,0.41,0.73,1.35,1.64,2013-11-19,93.33999633789062
2013-12-05,-0.17,0.42,0.76,1.36,1.66,2013-11-20,93.33000183105467
2013-12-06,-0.14,0.44,0.77,1.36,1.64,2013-11-21,95.44000244140624
2013-12-09,-0.13,0.44,0.74,1.33,1.62,2013-11-22,94.83999633789062
2013-12-10,-0.18,0.38,0.69,1.28,1.58,2013-11-25,94.08999633789062
2013-12-11,-0.15,0.41,0.71,1.31,1.6,2013-11-26,93.68000030517578
2013-12-12,-0.1,0.46,0.75,1.35,1.63,2013-11-27,92.3000030517578
2013-12-13,-0.11,0.44,0.72,1.3,1.59,2013-11-29,92.72000122070312
2013-12-16,-0.13,0.44,0.71,1.3,1.59,2013-12-02,93.81999969482422
2013-12-17,-0.17,0.39,0.67,1.26,1.56,2013-12-03,96.04000091552734
2013-12-18,-0.12,0.45,0.72,1.31,1.6,2013-12-04,97.1999969482422
2013-12-19,-0.12,0.44,0.79,1.37,1.63,2013-12-05,97.37999725341795
2013-12-20,0.02,0.56,0.73,1.28,1.56,2013-12-06,97.6500015258789
2013-12-23,0.01,0.55,0.76,1.3,1.57,2013-12-09,97.33999633789062
2013-12-24,0.05,0.6,0.8,1.34,1.61,2013-12-10,98.51000213623048
2013-12-26,0.04,0.59,0.8,1.35,1.63,2013-12-11,97.44000244140624
2013-12-27,0.06,0.62,0.8,1.36,1.64,2013-12-12,97.5
2013-12-30,0.07,0.62,0.76,1.31,1.59,2013-12-13,96.5999984741211
2013-12-31,0.06,0.61,0.8,1.36,1.64,2013-12-16,97.4800033569336
2014-01-02,0.01,0.57,0.74,1.3,1.58,2013-12-17,97.22000122070312
2014-01-03,0.04,0.6,0.75,1.29,1.57,2013-12-18,97.8000030517578
2014-01-06,-0.05,0.5,0.72,1.27,1.54,2013-12-19,98.7699966430664
2014-01-07,-0.14,0.4,0.7,1.25,1.52,2013-12-20,99.31999969482422
2014-01-08,0.01,0.56,0.72,1.24,1.5,2013-12-23,98.91000366210938
2014-01-09,-0.08,0.45,0.66,1.19,1.45,2013-12-24,99.22000122070312
2014-01-10,-0.11,0.42,0.59,1.13,1.4,2013-12-26,99.5500030517578
2014-01-13,-0.11,0.42,0.57,1.13,1.41,2013-12-27,100.31999969482422
2014-01-14,-0.11,0.41,0.62,1.17,1.45,2013-12-30,99.29000091552734
2014-01-15,-0.04,0.48,0.62,1.17,1.45,2013-12-31,98.41999816894533
2014-01-16,-0.08,0.43,0.61,1.16,1.43,2014-01-02,95.44000244140624
2014-01-17,-0.08,0.43,0.58,1.13,1.41,2014-01-03,93.95999908447266
2014-01-21,-0.04,0.47,0.59,1.14,1.42,2014-01-06,93.43000030517578
2014-01-22,-0.07,0.42,0.62,1.16,1.44,2014-01-07,93.66999816894533
2014-01-23,-0.1,0.47,0.66,1.14,1.38,2014-01-08,92.33000183105467
2014-01-24,-0.1,0.46,0.61,1.11,1.36,2014-01-09,91.66000366210938
2014-01-27,-0.11,0.45,0.64,1.14,1.39,2014-01-10,92.72000122070312
2014-01-28,-0.12,0.45,0.62,1.14,1.4,2014-01-13,91.8000030517578
2014-01-29,-0.2,0.35,0.55,1.08,1.35,2014-01-14,92.58999633789062
2014-01-30,-0.21,0.34,0.57,1.1,1.36,2014-01-15,94.16999816894533
2014-01-31,-0.23,0.33,0.53,1.07,1.33,2014-01-16,93.95999908447266
2014-02-03,-0.26,0.29,0.47,1.01,1.28,2014-01-17,94.37000274658205
2014-02-04,-0.31,0.24,0.51,1.07,1.34,2014-01-21,94.98999786376952
2014-02-05,-0.28,0.27,0.56,1.14,1.42,2014-01-22,96.7300033569336
2014-02-06,-0.3,0.26,0.57,1.14,1.42,2014-01-23,97.31999969482422
2014-02-07,-0.3,0.28,0.53,1.12,1.4,2014-01-24,96.63999938964844
2014-02-10,-0.31,0.25,0.51,1.1,1.39,2014-01-27,95.72000122070312
2014-02-11,-0.26,0.3,0.56,1.14,1.42,2014-01-28,97.41000366210938
2014-02-12,-0.24,0.32,0.59,1.17,1.45,2014-01-29,97.36000061035156
2014-02-13,-0.26,0.3,0.56,1.13,1.42,2014-01-30,98.2300033569336
2014-02-14,-0.14,0.44,0.59,1.15,1.43,2014-01-31,97.48999786376952
2014-02-18,-0.29,0.29,0.57,1.14,1.42,2014-02-03,96.43000030517578
2014-02-19,-0.25,0.32,0.6,1.17,1.45,2014-02-04,97.19000244140624
2014-02-20,-0.21,0.35,0.63,1.19,1.49,2014-02-05,97.37999725341795
2014-02-21,-0.18,0.38,0.61,1.15,1.45,2014-02-06,97.83999633789062
2014-02-24,-0.21,0.34,0.59,1.14,1.45,2014-02-07,99.87999725341795
2014-02-25,-0.25,0.3,0.55,1.1,1.4,2014-02-10,100.05999755859376
2014-02-26,-0.26,0.29,0.51,1.07,1.38,2014-02-11,99.94000244140624
2014-02-27,-0.32,0.23,0.49,1.05,1.35,2014-02-12,100.37000274658205
2014-02-28,-0.28,0.27,0.49,1.03,1.32,2014-02-13,100.3499984741211
2014-03-03,-0.32,0.24,0.44,0.98,1.27,2014-02-14,100.3000030517578
2014-03-04,-0.25,0.31,0.52,1.05,1.35,2014-02-18,102.43000030517578
2014-03-05,-0.26,0.29,0.52,1.04,1.33,2014-02-19,103.30999755859376
2014-03-06,-0.27,0.27,0.53,1.06,1.36,2014-02-20,102.91999816894533
2014-03-07,-0.18,0.37,0.57,1.09,1.38,2014-02-21,102.1999969482422
2014-03-10,-0.24,0.31,0.57,1.11,1.39,2014-02-24,102.81999969482422
2014-03-11,-0.24,0.31,0.57,1.1,1.39,2014-02-25,101.83000183105467
2014-03-12,-0.23,0.32,0.54,1.07,1.36,2014-02-26,102.58999633789062
2014-03-13,-0.22,0.32,0.49,1.02,1.31,2014-02-27,102.4000015258789
2014-03-14,-0.19,0.34,0.48,1.0,1.3,2014-02-28,102.58999633789062
2014-03-17,-0.22,0.3,0.52,1.04,1.32,2014-03-03,104.91999816894533
2014-03-18,-0.21,0.31,0.5,1.03,1.32,2014-03-04,103.33000183105467
2014-03-19,0.02,0.51,0.62,1.1,1.36,2014-03-05,101.4499969482422
2014-03-20,-0.02,0.46,0.66,1.14,1.4,2014-03-06,101.55999755859376
2014-03-21,-0.06,0.41,0.61,1.08,1.34,2014-03-07,102.58000183105467
2014-03-24,-0.03,0.41,0.59,1.04,1.3,2014-03-10,101.12000274658205
2014-03-25,0.06,0.51,0.61,1.05,1.3,2014-03-11,100.02999877929688
2014-03-26,-0.05,0.4,0.57,1.01,1.27,2014-03-12,97.98999786376952
2014-03-27,-0.03,0.41,0.56,1.0,1.24,2014-03-13,98.1999969482422
2014-03-28,0.02,0.46,0.6,1.03,1.28,2014-03-14,98.88999938964844
2014-03-31,0.03,0.49,0.6,1.04,1.29,2014-03-17,98.08000183105467
2014-04-01,0.03,0.49,0.63,1.07,1.32,2014-03-18,99.6999969482422
2014-04-02,0.08,0.53,0.68,1.12,1.37,2014-03-19,100.37000274658205
2014-04-03,0.11,0.55,0.66,1.09,1.34,2014-03-20,99.43000030517578
2014-04-04,0.0,0.45,0.61,1.05,1.3,2014-03-21,99.45999908447266
2014-04-07,0.07,0.51,0.59,1.03,1.28,2014-03-24,99.5999984741211
2014-04-08,-0.04,0.4,0.58,1.02,1.28,2014-03-25,99.19000244140624
2014-04-09,-0.05,0.4,0.57,1.04,1.29,2014-03-26,100.26000213623048
2014-04-10,-0.1,0.35,0.51,0.98,1.24,2014-03-27,101.27999877929688
2014-04-11,-0.06,0.38,0.5,0.95,1.2,2014-03-28,101.66999816894533
2014-04-14,-0.1,0.34,0.52,0.96,1.2,2014-03-31,101.58000183105467
